active,passive,verb,bad,exclude,match
The traveler saw a waterfall.  ,A waterfall was seen by the traveler.,saw,,,TRUE
The librarian saw the book.  ,The book was seen by the librarian.,saw,,,TRUE
The chef saw the recipe.  ,The recipe was seen by the chef.,saw,,,TRUE
The doctor saw a patient.  ,A patient was seen by the doctor.,saw,,,TRUE
The chef carved a turkey.,A turkey was carved by the chef.,carve,,,TRUE
An artist carved a statue.,A statue was carved by an artist.,carve,,,TRUE
The woodworker carved a design.,A design was carved by the woodworker.,carve,,,TRUE
The child carved a pumpkin.,A pumpkin was carved by the child.,carve,,,TRUE
A student carved a name.,A name was carved by a student.,carve,,,TRUE
The knight carved a symbol.,A symbol was carved by the knight.,carve,,,TRUE
The carpenter carved a chair.,A chair was carved by the carpenter.,carve,,,TRUE
The historian carved inscriptions.,Inscriptions were carved by the historian.,carve,,,TRUE
The chef chopped some onions.  ,Some onions were chopped by the chef.,chop,,,TRUE
The carpenter chopped a piece of wood.  ,A piece of wood was chopped by the carpenter.,chop,,,TRUE
The girl unzipped her jacket.,Her jacket was unzipped by the girl.,unzip,,,TRUE
The artist painted a mural.,A mural was painted by the artist.,paint,,,TRUE
The woman painted a portrait.,A portrait was painted by the woman.,paint,,,TRUE
The group painted a banner.,A banner was painted by the group.,paint,,,TRUE
The artist sketched a portrait.,A portrait was sketched by the artist.,sketch,,,TRUE
The student sketched a landscape.,A landscape was sketched by the student.,sketch,,,TRUE
The teacher sketched a diagram.,A diagram was sketched by the teacher.,sketch,,,TRUE
The child sketched a butterfly.,A butterfly was sketched by the child.,sketch,,,TRUE
The architect sketched a building.,A building was sketched by the architect.,sketch,,,TRUE
The designer sketched a dress.,A dress was sketched by the designer.,sketch,,,TRUE
The author sketched a character.,A character was sketched by the author.,sketch,,,TRUE
The painter sketched an idea.,An idea was sketched by the painter.,sketch,,,TRUE
A student typed an essay.  ,An essay was typed by a student.,type,,,TRUE
The author typed a novel.  ,A novel was typed by the author.,type,,,TRUE
The teacher typed a letter.  ,A letter was typed by the teacher.,type,,,TRUE
The author wrote a novel.  ,A novel was written by the author.,write,,,TRUE
The student wrote an essay.  ,An essay was written by the student.,write,,,TRUE
The musician wrote a song.  ,A song was written by the musician.,write,,,TRUE
The teacher wrote the assignment.  ,The assignment was written by the teacher.,write,,,TRUE
The chef wrote the recipe.  ,The recipe was written by the chef.,write,,,TRUE
The journalist wrote an article.  ,An article was written by the journalist.,write,,,TRUE
The artist wrote a poem.  ,A poem was written by the artist.,write,,,TRUE
The couple decorated their home.  ,Their home was decorated by the couple.,decorate,,,TRUE
The carpenter built a house.  ,A house was built by the carpenter.,build,,,TRUE
The children built a sandcastle.  ,A sandcastle was built by the children.,build,,,TRUE
The contractor built a bridge.  ,A bridge was built by the contractor.,build,,,TRUE
The artist built a sculpture.  ,A sculpture was built by the artist.,build,,,TRUE
The team built a robot.  ,A robot was built by the team.,build,,,TRUE
The workers built a shed.  ,A shed was built by the workers.,build,,,TRUE
The engineer built a wall.  ,A wall was built by the engineer.,build,,,TRUE
The company built an office.  ,An office was built by the company.,build,,,TRUE
The students built a model.  ,A model was built by the students.,build,,,TRUE
The child grew a garden.,A garden was grown by the child.,grow,,,TRUE
The farmer grew corn.,Corn was grown by the farmer.,grow,,,TRUE
The scientist grew bacteria.,Bacteria were grown by the scientist.,grow,,,TRUE
The gardener grew roses.,Roses were grown by the gardener.,grow,,,TRUE
The company grew its profits.,Its profits were grown by the company.,grow,,,TRUE
The student grew a project.,A project was grown by the student.,grow,x,,TRUE
The artist grew a collection.,A collection was grown by the artist.,grow,,,TRUE
The chef grew herbs.,Herbs were grown by the chef.,grow,,,TRUE
The grandmother knitted a scarf.,A scarf was knitted by the grandmother.,knit,,,TRUE
The teacher knitted a sweater.,A sweater was knitted by the teacher.,knit,,,TRUE
The artist knitted a blanket.,A blanket was knitted by the artist.,knit,,,TRUE
The child knitted a hat.,A hat was knitted by the child.,knit,,,TRUE
The woman knitted two gloves.,Two gloves were knitted by the woman.,knit,,,TRUE
The friend knitted a shawl.,A shawl was knitted by the friend.,knit,,,TRUE
The mother knitted a dishcloth.,A dishcloth was knitted by the mother.,knit,,,TRUE
The girl knitted a doll's dress.,A doll's dress was knitted by the girl.,knit,,,TRUE
The volunteer knitted a set of mittens.,A set of mittens was knitted by the volunteer.,knit,,,TRUE
The chef made a cake.,A cake was made by the chef.,make,,,TRUE
The artist made a painting.,A painting was made by the artist.,make,,,TRUE
The engineer made a plan.,A plan was made by the engineer.,make,,,TRUE
The child made a mess.,A mess was made by the child.,make,,,TRUE
The company made a profit.,A profit was made by the company.,make,,,TRUE
The author made a statement.,A statement was made by the author.,make,,,TRUE
The musician made a song.,A song was made by the musician.,make,,,TRUE
The friend made a suggestion.,A suggestion was made by the friend.,make,,,TRUE
The tailor sewed a dress.,A dress was sewn by the tailor.,sew,,,TRUE
The grandmother sewed a quilt.,A quilt was sewn by the grandmother.,sew,,,TRUE
The girl sewed a button.,A button was sewn by the girl.,sew,,,TRUE
The artist sewed the fabric.,The fabric was sewn by the artist.,sew,,,TRUE
The kid sewed a teddy bear.,A teddy bear was sewn by the kid.,sew,,,TRUE
The designer sewed a jacket.,A jacket was sewn by the designer.,sew,,,TRUE
The woman sewed the curtains.,The curtains were sewn by the woman.,sew,,,TRUE
The student sewed a doll dress.,A doll dress was sewn by the student.,sew,,,TRUE
The musician composed a symphony.,A symphony was composed by the musician.,compose,,,TRUE
The poet composed a sonnet.,A sonnet was composed by the poet.,compose,,,TRUE
The student composed an essay.,An essay was composed by the student.,compose,,,TRUE
The artist composed a painting.,A painting was composed by the artist.,compose,,,TRUE
The teacher composed a lesson plan.,A lesson plan was composed by the teacher.,compose,,,TRUE
The chef composed a new recipe.,A new recipe was composed by the chef.,compose,,,TRUE
The director composed a film score.,A film score was composed by the director.,compose,,,TRUE
The writer composed a novel.,A novel was composed by the writer.,compose,,,TRUE
The scientist composed a research paper.,A research paper was composed by the scientist.,compose,,,TRUE
The artist designed a poster.,A poster was designed by the artist.,design,,,TRUE
The engineer designed a bridge.,A bridge was designed by the engineer.,design,,,TRUE
The architect designed a building.,A building was designed by the architect.,design,,,TRUE
The team designed a logo.,A logo was designed by the team.,design,,,TRUE
The student designed a project.,A project was designed by the student.,design,,,TRUE
The company designed a product.,A product was designed by the company.,design,,,TRUE
The graphic designer designed a website.,A website was designed by the graphic designer.,design,,,TRUE
The fashion designer designed a dress.,A dress was designed by the fashion designer.,design,,,TRUE
The teacher designed an experiment.,An experiment was designed by the teacher.,design,,,TRUE
Thomas invented a new gadget.  ,A new gadget was invented by Thomas.,invent,,,TRUE
The scientist invented a revolutionary formula.  ,A revolutionary formula was invented by the scientist.,invent,,,TRUE
Maria invented a unique recipe.  ,A unique recipe was invented by Maria.,invent,,,TRUE
The engineer invented a powerful engine.  ,A powerful engine was invented by the engineer.,invent,,,TRUE
The artist invented a stunning design.  ,A stunning design was invented by the artist.,invent,,,TRUE
The professor invented a groundbreaking theory.  ,A groundbreaking theory was invented by the professor.,invent,,,TRUE
The company invented a new product.  ,A new product was invented by the company.,invent,,,TRUE
The drummer beat the rhythm.,The rhythm was beaten by the drummer.,beat,,,TRUE
The boxer beat his opponent.,His opponent was beaten by the boxer.,beat,,,TRUE
A teacher beat the drum.,The drum was beaten by a teacher.,beat,,,TRUE
The children beat the piñata.,The piñata was beaten by the children.,beat,,,TRUE
The athlete beat the record.,The record was beaten by the athlete.,beat,,,TRUE
The coach beat the team.,The team was beaten by the coach.,beat,,,TRUE
The artist beat the canvas.,The canvas was beaten by the artist.,beat,,,TRUE
The horse beat the other racers.,The other racers were beaten by the horse.,beat,,,TRUE
The chef beat the eggs.,The eggs were beaten by the chef.,beat,,,TRUE
The chef froze the leftovers.,The leftovers were frozen by the chef.,freeze,,,TRUE
The family froze the meat.,The meat was frozen by the family.,freeze,,,TRUE
The children froze ice cubes.,Ice cubes were frozen by the children.,freeze,,,TRUE
The gardener froze the flowers.,The flowers were frozen by the gardener.,freeze,,,TRUE
The scientist froze the samples.,The samples were frozen by the scientist.,freeze,,,TRUE
The artist froze the paint.,The paint was frozen by the artist.,freeze,,,TRUE
The choir chanted a hymn.,A hymn was chanted by the choir.,chant,,,TRUE
The protesters chanted slogans.,Slogans were chanted by the protesters.,chant,,,TRUE
The children chanted a rhyme.,A rhyme was chanted by the children.,chant,,,TRUE
The crowd chanted a rallying cry.,A rallying cry was chanted by the crowd.,chant,,,TRUE
The priests chanted prayers.,Prayers were chanted by the priests.,chant,,,TRUE
The filmmaker directed a documentary.,A documentary was directed by the filmmaker.,direct,,,TRUE
The officer directed traffic.,Traffic was directed by the officer.,direct,,,TRUE
The singer hummed a tune.,A tune was hummed by the singer.,hum,,,TRUE
The child hummed a melody.,A melody was hummed by the child.,hum,,,TRUE
The chef hummed a jingle.,A jingle was hummed by the chef.,hum,,,TRUE
The group hummed a harmony.,A harmony was hummed by the group.,hum,,,TRUE
The dancer performed a routine.,A routine was performed by the dancer.,perform,,,TRUE
The band performed a new song.,A new song was performed by the band.,perform,,,TRUE
The magician performed a trick.,A trick was performed by the magician.,perform,,,TRUE
The actor performed a monologue.,A monologue was performed by the actor.,perform,,,TRUE
The team performed a victory celebration.,A victory celebration was performed by the team.,perform,,,TRUE
The students performed a play.,A play was performed by the students.,perform,,,TRUE
The choir performed a concert.,A concert was performed by the choir.,perform,,,TRUE
The comedian performed a set.,A set was performed by the comedian.,perform,,,TRUE
The orchestra performed a symphony.,A symphony was performed by the orchestra.,perform,,,TRUE
